id,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
SP6187,6,64,Yes,6,9,54.0
SP2731,3,60,Yes,5,9,39.0
SP686,9,89,No,9,9,91.0
SP265,2,90,No,9,0,67.0
SP9919,6,73,Yes,6,2,62.0
SP8551,1,61,No,8,3,33.0
SP9511,9,41,Yes,6,2,39.0
SP5193,6,71,Yes,5,5,60.0
SP9894,5,71,No,5,2,59.0
SP3382,5,42,Yes,5,5,27.0
SP3108,9,90,Yes,8,7,89.0
SP3139,4,95,No,9,8,79.0
SP1134,4,50,Yes,7,3,31.0
SP4557,1,57,Yes,6,6,32.0
SP1011,3,83,No,8,0,64.0
SP9996,5,60,Yes,6,9,48.0
SP8213,7,71,No,9,4,66.0
SP3293,2,84,Yes,8,0,65.0
SP3066,4,71,No,7,3,52.0
SP4020,6,63,Yes,4,9,49.0
SP4741,7,64,Yes,6,8,54.0
SP3008,2,48,Yes,8,8,26.0
SP2741,2,85,No,5,1,63.0
SP6293,1,45,Yes,8,2,19.0
SP8252,1,48,Yes,4,2,20.0
SP5863,5,70,No,8,2,57.0
SP8689,3,97,No,7,1,79.0
SP1391,3,41,No,4,7,18.0
SP8355,7,62,No,4,2,50.0
SP4948,5,84,Yes,7,3,66.0
SP4787,9,78,No,9,0,77.0
SP1199,9,43,No,5,4,39.0
SP8587,6,79,No,5,1,66.0
SP4643,3,40,No,5,0,17.0
SP2558,8,44,No,8,2,42.0
SP7745,7,98,Yes,7,9,91.0
SP932,6,58,Yes,7,8,46.0
SP5315,2,89,Yes,4,0,68.0
SP7782,6,76,No,8,2,64.0
SP114,1,99,Yes,4,6,75.0
SP3320,6,77,No,8,2,62.0
SP7250,9,69,Yes,4,9,65.0
SP6300,7,78,No,5,0,69.0
SP6788,3,86,Yes,7,8,71.0
SP4940,1,57,No,6,3,35.0
SP3471,4,85,Yes,5,5,68.0
SP9683,8,70,Yes,8,1,64.0
SP4641,2,79,Yes,4,5,56.0
SP5224,2,92,No,9,6,71.0
SP3496,5,89,No,6,0,76.0
SP4608,2,55,No,4,0,32.0
SP5394,5,82,No,5,2,66.0
SP2039,3,99,Yes,6,8,80.0
SP5595,9,93,Yes,6,7,93.0
SP5244,8,77,No,4,2,69.0
SP4029,6,83,Yes,5,4,70.0
SP9564,6,94,No,4,6,83.0
SP8301,4,75,No,5,2,53.0
SP1234,9,44,No,9,1,41.0
SP5278,8,60,No,5,2,49.0
SP493,3,69,Yes,7,8,52.0
SP6064,6,87,Yes,9,1,74.0
SP4288,5,87,Yes,6,3,71.0
SP1832,1,80,Yes,9,4,55.0
SP9407,8,48,Yes,4,8,42.0
SP3795,2,48,No,4,0,18.0
SP9095,4,81,Yes,5,2,60.0
SP2743,5,40,No,6,4,26.0
SP3929,4,71,Yes,4,6,53.0
SP7037,9,80,Yes,5,7,76.0
SP8073,4,79,No,5,6,63.0
SP7506,7,64,Yes,8,6,55.0
SP6739,4,87,Yes,9,2,72.0
SP9023,5,55,No,7,7,41.0
SP2802,4,89,Yes,7,8,77.0
SP632,1,72,No,7,0,47.0
SP9243,1,75,No,7,6,48.0
SP8377,5,76,No,4,8,61.0
SP8830,7,73,No,9,3,63.0
SP760,1,67,No,5,0,41.0
SP4443,7,55,Yes,7,1,44.0
SP1172,9,72,No,6,5,70.0
SP9246,1,99,Yes,9,2,76.0
SP3946,2,40,No,4,0,13.0
SP7405,6,89,No,9,9,78.0
SP1050,9,47,No,5,7,47.0
SP4740,7,90,Yes,7,5,79.0
SP3332,8,59,No,9,0,50.0
SP6621,3,52,Yes,9,1,33.0
SP7934,8,89,Yes,4,1,83.0
SP3042,5,66,No,6,5,51.0
SP513,4,60,Yes,5,5,41.0
SP8793,1,68,No,6,7,41.0
SP8118,3,68,Yes,7,6,49.0
SP1350,7,95,Yes,4,7,87.0
SP4040,4,77,Yes,8,6,60.0
SP5134,1,56,No,6,4,31.0
SP9466,9,66,No,8,5,64.0
SP7162,9,85,No,6,1,82.0
SP7754,8,44,No,7,8,38.0
SP7557,2,47,No,8,6,28.0
SP9242,6,81,No,7,3,70.0
SP442,9,65,Yes,9,8,66.0
SP226,4,90,No,8,1,72.0
SP8899,7,46,No,9,8,39.0
SP8483,2,79,Yes,7,9,57.0
SP2469,7,98,No,8,5,91.0
SP2940,8,85,No,6,0,78.0
SP3247,6,47,No,9,8,37.0
SP2930,4,56,No,7,2,37.0
SP2341,8,76,Yes,8,9,69.0
SP2515,5,54,Yes,8,9,40.0
SP440,1,41,Yes,8,0,13.0
SP2964,9,78,Yes,8,3,75.0
SP1449,6,90,Yes,7,8,80.0
SP1533,4,65,Yes,7,3,47.0
SP9422,2,57,Yes,7,5,34.0
SP6813,4,85,No,4,2,67.0
SP7985,3,80,Yes,7,2,63.0
SP5916,6,58,Yes,7,0,45.0
SP9966,9,63,No,7,9,60.0
SP8314,4,93,No,4,9,75.0
SP1413,4,56,No,6,9,40.0
SP9059,4,72,No,6,5,56.0
SP5475,3,80,No,5,6,60.0
SP7677,8,71,Yes,5,8,67.0
SP9792,6,81,No,7,2,68.0
SP847,9,70,No,8,4,67.0
SP2185,3,60,Yes,4,6,38.0
SP4109,9,42,No,7,3,40.0
SP2121,7,78,No,8,5,70.0
SP732,4,41,Yes,5,7,23.0
SP2104,2,66,Yes,5,0,43.0
SP5868,2,98,Yes,7,0,74.0
SP8098,8,40,Yes,8,2,36.0
SP8970,1,87,No,7,2,58.0
SP1269,3,47,No,7,1,23.0
SP2422,8,51,Yes,4,9,44.0
SP2220,5,52,Yes,5,2,36.0
SP8711,5,42,No,6,2,24.0
SP6046,9,64,Yes,7,9,63.0
SP3798,8,58,No,9,6,54.0
SP1499,6,54,Yes,5,2,41.0
SP8710,2,59,Yes,4,0,30.0
SP1324,1,40,Yes,8,9,18.0
SP3804,6,73,No,9,3,60.0
SP7247,7,53,No,4,3,44.0
SP3605,2,75,No,4,6,49.0
SP7359,8,97,No,7,9,94.0
SP7056,7,81,Yes,4,7,74.0
SP893,7,89,Yes,9,2,85.0
SP6851,3,40,No,4,1,20.0
SP3637,8,85,Yes,7,0,76.0
SP2633,9,69,No,4,2,65.0
SP1792,9,96,Yes,7,4,95.0
SP8032,8,75,Yes,8,9,72.0
SP2091,6,91,Yes,4,1,78.0
SP4614,9,72,Yes,6,4,68.0
SP9132,8,70,No,4,0,64.0
SP6289,9,96,Yes,9,1,94.0
SP2454,2,73,No,4,2,50.0
SP13,9,74,No,9,8,73.0
SP8441,2,63,Yes,5,0,38.0
SP3322,5,87,Yes,7,0,70.0
SP5513,4,80,Yes,5,1,60.0
SP224,1,90,Yes,5,5,61.0
SP5221,7,89,No,5,1,80.0
SP4294,4,44,Yes,8,9,30.0
SP2779,4,49,No,8,4,33.0
SP7615,3,88,No,5,8,69.0
SP4337,3,91,No,7,7,68.0
SP1004,1,84,Yes,8,7,61.0
SP3265,2,71,No,7,1,53.0
SP4673,6,72,No,6,5,56.0
SP758,9,44,No,7,8,39.0
SP5853,7,47,No,6,7,37.0
SP176,5,61,Yes,6,2,45.0
SP7732,9,64,Yes,6,3,58.0
SP9069,5,58,No,8,2,43.0
SP4341,4,66,Yes,6,9,50.0
SP764,1,83,No,7,4,60.0
SP5303,1,96,No,8,0,74.0
SP6138,3,42,Yes,5,5,20.0
SP1481,1,60,No,4,2,30.0
SP1675,3,89,No,9,3,69.0
SP2415,6,42,Yes,5,8,29.0
SP9066,1,41,Yes,5,5,14.0
SP9080,3,47,Yes,6,9,25.0
SP1063,3,64,Yes,9,1,43.0
SP3475,9,56,Yes,5,9,56.0
SP206,2,42,No,8,9,22.0
SP1073,9,77,Yes,9,8,77.0
SP8095,4,45,No,7,7,28.0
SP3870,4,74,No,7,7,56.0
SP3451,6,75,No,7,8,65.0
SP3057,4,61,Yes,9,9,47.0
SP5927,8,49,No,9,8,42.0
SP2004,1,55,No,9,3,30.0
SP3955,2,66,Yes,8,2,43.0
SP914,5,87,Yes,4,7,72.0
SP1929,9,78,Yes,6,7,79.0
SP7658,2,67,No,8,4,50.0
SP1664,6,80,No,7,4,68.0
SP8412,1,51,Yes,5,9,28.0
SP8743,1,79,Yes,4,3,53.0
SP9136,3,98,Yes,4,0,72.0
SP3240,6,91,Yes,9,1,79.0
SP1052,4,95,No,9,0,80.0
SP9402,1,77,Yes,6,6,52.0
SP6864,8,56,No,7,0,50.0
SP818,8,75,No,7,4,73.0
SP1317,6,58,Yes,9,9,50.0
SP2941,8,99,No,4,8,97.0
SP9831,6,47,Yes,6,8,35.0
SP4769,9,92,Yes,4,2,87.0
SP4170,9,64,No,4,5,61.0
SP1497,8,58,Yes,9,1,49.0
SP2676,8,86,Yes,8,8,80.0
SP9795,1,82,Yes,9,4,62.0
SP6989,2,81,No,5,2,58.0
SP8844,6,73,Yes,8,1,61.0
SP8033,3,80,Yes,9,1,58.0
SP8235,6,99,No,4,1,84.0
SP2527,3,57,No,6,3,35.0
SP5029,4,86,Yes,7,6,67.0
SP7543,8,64,Yes,7,4,58.0
SP5288,3,73,No,8,0,54.0
SP9275,8,59,No,4,9,50.0
SP2611,7,46,Yes,8,0,36.0
SP4949,8,86,Yes,6,4,82.0
SP3999,4,50,No,4,6,34.0
SP2363,2,65,Yes,6,4,41.0
SP6845,8,74,Yes,5,0,68.0
SP6733,9,53,Yes,6,5,50.0
SP1898,7,75,Yes,6,9,69.0
SP4249,8,56,Yes,4,9,46.0
SP5201,3,63,No,6,1,42.0
SP6218,8,45,No,6,4,40.0
SP6235,5,61,Yes,5,8,48.0
SP4160,5,63,Yes,9,8,50.0
SP4322,3,79,No,6,9,56.0
SP8821,3,99,Yes,7,3,73.0
SP5557,4,63,No,5,5,45.0
SP2927,8,87,No,7,6,82.0
SP2634,5,67,Yes,7,6,51.0
SP6310,5,70,No,8,0,56.0
SP2999,8,78,Yes,6,1,74.0
SP4930,3,54,Yes,7,6,34.0
SP7809,9,69,Yes,7,3,71.0
SP3537,2,55,No,4,7,32.0
SP4734,9,89,No,9,3,88.0
SP8231,5,80,No,9,2,64.0
SP5148,4,90,Yes,6,8,74.0
SP3658,9,93,No,7,5,92.0
SP5939,2,94,Yes,9,1,72.0
SP4272,4,66,Yes,8,5,47.0
SP676,9,62,No,9,8,57.0
SP4656,5,41,Yes,4,6,25.0
SP1672,5,74,Yes,8,7,66.0
SP569,7,57,Yes,5,1,48.0
SP2823,1,56,No,8,1,26.0
SP9489,6,63,Yes,9,3,53.0
SP6402,2,57,No,9,6,35.0
SP433,8,94,No,8,6,88.0
SP8374,1,87,Yes,7,5,64.0
SP2118,3,87,No,9,5,70.0
SP4851,1,52,Yes,7,0,27.0
SP3235,7,83,Yes,8,3,77.0
SP8879,9,45,No,5,8,43.0
SP5410,9,70,Yes,4,5,68.0
SP1959,6,41,Yes,5,8,28.0
SP1366,6,66,Yes,4,4,51.0
SP1722,3,64,No,7,1,43.0
SP2094,4,88,No,5,6,70.0
SP5161,8,42,Yes,9,8,38.0
SP5437,1,44,No,9,9,16.0
SP2009,1,52,No,5,2,26.0
SP1713,5,90,Yes,5,9,75.0
SP6348,7,74,Yes,6,6,65.0
SP4624,6,59,No,7,5,45.0
SP8087,5,49,Yes,7,7,34.0
SP1611,6,55,No,8,6,43.0
SP8448,9,99,Yes,7,5,98.0
SP7561,8,85,No,7,8,84.0
SP3383,2,81,No,8,4,59.0
SP6236,1,46,Yes,6,4,17.0
SP8707,5,59,Yes,9,6,49.0
SP1375,4,46,Yes,8,1,30.0
SP5282,1,50,Yes,4,1,23.0
SP1814,3,91,Yes,8,9,72.0
SP2355,3,58,No,5,5,41.0
SP3547,9,55,Yes,8,5,56.0
SP4971,6,44,Yes,4,0,29.0
SP6698,4,67,No,8,5,51.0
SP6609,9,58,Yes,9,0,54.0
SP7329,6,73,No,7,2,58.0
SP8808,4,79,Yes,8,1,60.0
SP3655,7,88,Yes,6,8,82.0
SP47,2,91,Yes,7,1,66.0
SP7045,8,81,No,6,2,72.0
SP3121,5,67,Yes,5,0,50.0
SP181,3,90,No,6,5,72.0
SP8519,9,57,No,4,4,51.0
SP8308,7,99,No,6,6,89.0
SP4596,9,70,Yes,9,1,69.0
SP5531,2,52,Yes,8,9,31.0
SP3951,9,61,No,8,3,56.0
SP4785,5,98,Yes,8,7,87.0
SP7171,3,98,No,7,2,74.0
SP375,4,96,Yes,4,8,77.0
SP2370,6,68,No,9,6,56.0
SP362,6,55,No,4,6,43.0
SP2266,2,63,Yes,5,3,39.0
SP2306,1,52,No,9,0,26.0
SP6548,8,61,Yes,6,6,53.0
SP5995,9,62,Yes,8,4,62.0
SP3641,2,46,No,9,8,23.0
SP5889,7,70,No,8,9,62.0
SP5245,5,93,Yes,8,6,80.0
SP1048,6,63,Yes,4,6,50.0
SP6437,9,95,No,8,4,92.0
SP1794,8,96,Yes,5,9,91.0
SP3148,5,89,No,8,0,76.0
SP5978,2,61,No,5,1,39.0
SP8891,3,75,Yes,5,9,57.0
SP7434,6,60,Yes,4,3,46.0
SP477,4,57,Yes,4,8,39.0
SP3478,5,42,Yes,6,4,27.0
SP435,7,51,No,8,5,44.0
SP4843,9,99,Yes,5,7,99.0
SP4481,5,87,Yes,9,5,75.0
SP1643,3,78,No,4,2,57.0
SP4144,7,47,No,8,8,41.0
SP6071,5,64,No,5,4,49.0
SP3687,4,57,Yes,7,2,40.0
SP9300,5,78,No,8,1,65.0
SP5547,5,67,No,4,5,50.0
SP7691,8,62,No,7,6,57.0
SP6319,8,84,Yes,5,0,76.0
SP3617,8,89,Yes,4,6,84.0
SP9250,3,75,No,4,2,54.0
SP378,5,91,No,4,4,74.0
SP240,2,66,No,4,2,42.0
SP4907,1,98,Yes,5,6,73.0
SP5159,5,92,Yes,4,9,79.0
SP7025,1,48,Yes,9,1,25.0
SP9890,6,89,Yes,8,8,79.0
SP2182,5,53,No,8,2,39.0
SP8367,6,43,No,8,6,29.0
SP225,2,99,No,6,2,73.0
SP4599,4,68,Yes,6,2,53.0
SP6080,1,43,No,9,1,18.0
SP853,5,91,No,4,5,75.0
SP77,3,71,Yes,9,8,52.0
SP4572,1,78,Yes,9,7,54.0
SP1707,5,76,Yes,9,1,64.0
SP2101,9,83,Yes,4,3,79.0
SP2875,2,89,No,7,0,67.0
SP1383,4,50,Yes,4,7,32.0
SP3105,3,63,Yes,9,8,46.0
SP5248,6,60,No,7,3,45.0
SP1390,3,88,Yes,7,7,69.0
SP2716,3,40,No,4,0,17.0
SP5806,7,83,Yes,5,6,73.0
SP3358,6,42,No,8,6,29.0
SP9292,2,88,No,5,2,59.0
SP960,9,56,No,5,6,53.0
SP9601,3,78,Yes,4,2,53.0
SP4450,7,62,Yes,8,0,53.0
SP1723,6,91,Yes,7,4,76.0
SP6791,3,97,Yes,7,2,77.0
SP1974,2,64,Yes,6,5,41.0
SP2434,3,88,Yes,7,8,72.0
SP302,6,69,No,5,6,62.0
SP8254,2,55,No,9,1,34.0
SP5091,5,58,No,6,0,43.0
SP3061,2,43,Yes,6,1,17.0
SP291,6,80,Yes,9,5,73.0
SP3570,8,59,Yes,6,3,52.0
SP5250,7,97,Yes,7,9,91.0
SP4255,1,68,Yes,7,4,41.0
SP2271,3,71,No,6,5,51.0
SP5709,6,87,No,8,5,77.0
SP4295,6,93,No,6,7,83.0
SP1311,2,50,Yes,8,7,23.0
SP244,9,83,No,6,5,81.0
SP8221,5,83,Yes,7,0,67.0
SP1625,8,54,No,8,9,49.0
SP720,2,67,No,5,5,46.0
SP1702,3,48,Yes,5,1,27.0
SP1973,4,52,Yes,7,0,32.0
SP2376,8,71,No,9,0,66.0
SP180,6,70,No,7,7,60.0
SP7621,5,54,Yes,7,2,38.0
SP2006,4,42,Yes,9,2,25.0
SP6765,3,91,Yes,7,6,72.0
SP6410,1,95,Yes,6,6,73.0
SP5768,3,91,Yes,7,1,74.0
SP8623,5,75,Yes,6,6,57.0
SP8683,1,81,No,6,6,55.0
SP3888,1,97,Yes,8,7,73.0
SP5430,6,44,Yes,9,9,34.0
SP7116,2,83,No,7,3,58.0
SP4634,3,52,Yes,9,5,32.0
SP2538,8,55,No,8,3,49.0
SP2184,5,42,Yes,5,1,27.0
SP6970,7,99,No,8,3,91.0
SP9867,2,77,Yes,6,7,56.0
SP8043,2,87,Yes,7,3,61.0
SP7951,9,66,No,4,2,59.0
SP4962,3,88,No,9,1,67.0
SP5682,8,46,Yes,6,3,41.0
SP1381,6,87,Yes,9,2,78.0
SP5100,3,67,No,4,8,49.0
SP4230,1,83,Yes,6,6,60.0
SP8382,3,55,Yes,4,7,36.0
SP5165,6,61,Yes,7,0,52.0
SP6130,6,56,No,4,3,44.0
SP138,5,52,No,8,1,37.0
SP7647,9,86,Yes,6,5,84.0
SP3326,9,94,Yes,7,5,93.0
SP4343,5,64,No,5,8,49.0
SP6177,7,72,Yes,4,2,61.0
SP7369,1,65,No,4,9,40.0
SP8023,1,47,No,4,6,20.0
SP4265,7,42,No,5,7,29.0
SP8379,3,69,Yes,8,6,51.0
SP1023,5,56,Yes,5,2,40.0
SP7485,6,93,No,6,9,84.0
SP5861,3,41,No,9,8,23.0
SP2127,5,66,Yes,8,6,50.0
SP9091,1,59,Yes,6,0,35.0
SP4760,7,83,Yes,7,9,75.0
SP9809,1,71,No,4,4,44.0
SP5699,7,47,No,8,5,37.0
SP4132,4,87,Yes,9,7,73.0
SP5832,3,64,Yes,6,0,43.0
SP9477,4,80,Yes,7,4,66.0
SP116,8,87,Yes,5,6,82.0
SP777,9,62,No,9,1,55.0
SP9349,4,47,No,8,6,28.0
SP2724,6,59,No,9,7,49.0
SP9981,3,43,No,4,9,24.0
SP2588,6,88,No,6,5,77.0
SP9838,6,55,Yes,4,4,42.0
SP3782,4,87,No,8,8,71.0
SP1784,1,87,Yes,7,0,62.0
SP745,1,85,Yes,9,7,64.0
SP1796,7,96,No,5,3,84.0
SP8018,9,42,Yes,9,3,37.0
SP5703,7,97,No,4,6,86.0
SP9695,8,92,No,6,5,84.0
SP3551,6,95,No,8,7,86.0
SP4732,8,99,Yes,8,9,99.0
SP1975,3,95,Yes,5,4,73.0
SP526,3,72,Yes,4,1,50.0
SP9989,5,52,Yes,9,0,40.0
SP6541,4,95,No,9,9,79.0
SP4875,7,79,No,4,7,69.0
SP8196,9,75,No,8,1,71.0
SP3901,8,44,Yes,9,4,35.0
SP4626,4,75,No,7,8,60.0
SP2742,4,98,Yes,4,6,84.0
SP3548,3,68,No,5,5,49.0
SP5705,7,46,No,9,6,43.0
SP7914,3,91,No,6,2,71.0
SP5993,1,73,Yes,7,4,46.0
SP2064,5,94,No,5,9,82.0
SP6641,6,80,Yes,5,5,67.0
SP8212,6,59,No,5,9,46.0
SP5,5,88,No,8,6,74.0
SP9200,9,90,No,8,9,92.0
SP4674,9,40,No,5,8,37.0
SP366,9,49,Yes,9,2,45.0
SP8875,8,63,No,5,8,59.0
SP1512,9,63,Yes,8,7,64.0
SP1511,3,54,Yes,7,5,33.0
SP1237,4,44,No,5,6,23.0
SP1319,2,63,No,5,3,35.0
SP741,5,68,Yes,4,8,52.0
SP9378,4,80,No,5,0,64.0
SP5607,6,68,No,6,5,56.0
SP4161,4,47,Yes,8,9,31.0
SP1880,1,92,Yes,6,7,67.0
SP9045,9,67,Yes,7,1,63.0
SP1856,9,72,Yes,7,5,65.0
SP919,2,80,No,6,8,55.0
SP7792,3,42,No,8,9,26.0
SP6041,1,91,No,4,3,64.0
SP3366,7,69,No,8,1,61.0
SP461,6,42,No,7,8,31.0
SP7077,1,89,No,7,8,63.0
SP3474,7,55,No,7,3,49.0
SP5270,9,46,No,5,9,43.0
SP3802,2,57,No,6,0,30.0
SP3151,2,66,Yes,6,3,45.0
SP9856,8,50,Yes,5,6,48.0
SP7568,8,57,No,9,3,53.0
SP3218,6,59,No,8,2,49.0
SP6659,6,77,No,6,1,60.0
SP7510,5,54,Yes,6,8,40.0
SP5501,9,78,Yes,6,7,74.0
SP8006,4,88,No,9,0,73.0
SP8470,9,95,No,5,8,90.0
SP2547,7,44,Yes,5,0,32.0
SP5857,1,71,Yes,5,0,45.0
SP9119,1,46,No,9,9,23.0
SP671,9,60,Yes,8,1,58.0
SP7603,7,73,Yes,8,2,64.0
SP2923,7,41,No,5,1,33.0
SP5372,3,93,Yes,4,3,72.0
SP89,7,70,No,9,4,61.0
SP5417,2,89,No,6,5,68.0
SP7974,9,59,Yes,8,2,54.0
SP4621,9,86,Yes,6,9,83.0
SP5753,8,50,Yes,4,5,44.0
SP4135,3,82,No,4,1,64.0
SP6651,3,80,No,4,2,59.0
SP1538,5,87,Yes,6,3,73.0
SP1639,5,58,No,8,8,47.0
SP4013,1,65,Yes,4,6,42.0
SP8345,6,90,Yes,5,0,74.0
SP6889,5,60,No,9,2,46.0
SP9975,4,91,No,9,5,80.0
SP2427,6,86,No,9,1,75.0
SP6643,7,48,Yes,6,1,38.0
SP2861,6,57,Yes,6,5,42.0
SP5520,8,96,Yes,6,4,90.0
SP4840,7,74,Yes,7,4,69.0
SP7595,4,54,Yes,9,7,39.0
SP6425,1,84,No,8,1,61.0
SP6270,8,48,No,6,3,41.0
SP7866,6,91,Yes,9,7,81.0
SP7054,4,87,No,5,2,70.0
SP2525,9,55,Yes,4,2,53.0
SP8233,9,54,Yes,4,7,52.0
SP7356,9,43,No,7,7,38.0
SP1918,9,82,No,9,4,80.0
SP2808,6,77,Yes,9,3,70.0
SP6176,2,40,No,9,8,16.0
SP1644,3,97,Yes,6,0,78.0
SP2719,6,45,Yes,8,3,38.0
SP4996,8,74,Yes,4,9,65.0
SP2931,8,69,No,9,6,61.0
SP9634,9,91,No,5,1,85.0
SP4050,4,99,Yes,6,0,84.0
SP8055,9,87,No,8,7,82.0
SP4422,3,53,Yes,6,7,33.0
SP2762,8,67,No,9,4,62.0
SP1737,2,78,Yes,4,5,57.0
SP5643,4,78,No,9,6,58.0
SP1141,8,87,Yes,9,1,83.0
SP8312,8,82,No,9,5,78.0
SP3544,3,54,Yes,6,0,28.0
SP8214,7,54,No,6,7,44.0
SP4952,7,91,No,5,7,82.0
SP849,3,90,No,6,7,73.0
SP7396,4,61,No,8,5,44.0
SP4416,6,46,No,5,3,34.0
SP2490,6,44,No,5,1,34.0
SP7574,2,50,No,6,2,26.0
SP2963,7,63,No,8,0,56.0
SP8916,5,79,No,4,9,66.0
SP4960,5,77,No,7,4,63.0
SP3673,3,56,No,5,7,36.0
SP2475,3,90,Yes,8,2,74.0
SP7778,5,84,Yes,5,0,69.0
SP6011,7,97,Yes,9,4,89.0
SP1240,5,66,Yes,4,7,54.0
SP3309,8,46,No,6,0,39.0
SP8218,9,52,Yes,8,3,51.0
SP9891,1,45,No,8,5,21.0
SP7393,8,85,Yes,6,1,77.0
SP5880,5,44,Yes,9,8,33.0
SP6399,8,99,Yes,5,0,92.0
SP6137,9,70,No,8,8,69.0
SP4493,5,82,No,9,4,72.0
SP1034,7,88,Yes,9,4,79.0
SP1610,4,96,Yes,8,0,83.0
SP1142,5,94,No,8,8,81.0
SP7893,1,55,No,5,0,31.0
SP1642,1,51,No,4,4,21.0
SP7749,3,68,No,5,7,48.0
SP2857,3,79,Yes,8,9,60.0
SP6996,1,95,No,8,4,68.0
SP7069,2,98,Yes,4,2,75.0
SP4549,9,46,No,7,3,41.0
SP675,2,44,Yes,9,8,26.0
SP9115,9,57,Yes,7,5,55.0
SP2471,3,91,No,5,6,72.0
SP5737,7,87,No,7,6,83.0
SP4259,8,43,Yes,7,3,36.0
SP9247,6,86,No,6,5,74.0
SP7218,3,48,Yes,9,3,28.0
SP1333,3,62,No,4,4,43.0
SP3725,3,58,No,8,6,40.0
SP1705,9,80,Yes,4,4,75.0
SP918,9,93,Yes,4,0,91.0
SP4763,5,93,No,6,8,80.0
SP1912,7,54,Yes,4,5,42.0
SP8558,6,42,No,5,0,25.0
SP3651,3,81,No,7,9,63.0
SP4218,3,98,No,6,6,76.0
SP3957,8,62,No,6,8,53.0
SP4799,4,98,Yes,8,6,86.0
SP7248,8,91,No,4,3,85.0
SP9736,2,95,No,6,8,70.0
SP9475,4,65,No,7,4,49.0
SP6533,3,67,Yes,4,6,46.0
SP407,9,98,Yes,9,1,98.0
SP650,3,96,No,9,2,77.0
SP8437,1,78,No,8,3,54.0
SP8262,2,43,No,9,8,23.0
SP6234,8,98,Yes,7,0,97.0
SP9149,3,60,Yes,8,1,40.0
SP2119,1,47,Yes,5,0,19.0
SP4582,3,44,No,6,2,23.0
SP8864,7,67,No,9,9,60.0
SP4719,8,45,Yes,6,1,40.0
SP5909,4,44,No,6,1,26.0
SP9037,9,54,No,6,2,53.0
SP747,1,87,Yes,7,8,66.0
SP7725,6,45,No,6,3,32.0
SP891,6,82,Yes,9,3,71.0
SP2800,1,88,Yes,4,9,59.0
SP1247,7,76,No,6,8,68.0
SP3431,3,60,Yes,8,4,43.0
SP5016,2,41,No,4,9,13.0
SP4103,8,41,No,9,3,36.0
SP201,8,53,Yes,6,4,46.0
SP3055,1,74,No,8,3,46.0
SP4649,5,79,Yes,9,1,64.0
SP6704,9,62,Yes,7,5,56.0
SP1446,6,87,Yes,8,4,79.0
SP4384,6,40,Yes,9,7,32.0
SP2695,7,89,Yes,5,6,82.0
SP4333,3,78,Yes,4,3,57.0
SP9951,3,79,Yes,4,3,57.0
SP4528,9,99,Yes,8,8,100.0
SP7494,4,92,No,8,8,77.0
SP9644,3,62,Yes,6,6,44.0
SP8665,8,48,Yes,4,7,42.0
SP8160,9,52,Yes,9,6,54.0
SP527,1,62,Yes,9,5,38.0
SP7682,4,73,No,5,6,59.0
SP3969,5,86,Yes,8,8,69.0
SP5377,3,40,Yes,9,5,18.0
SP4280,6,70,Yes,4,4,59.0
SP7572,7,79,Yes,9,8,72.0
SP3689,4,94,Yes,4,2,73.0
SP9438,8,52,Yes,9,2,45.0
SP4330,8,82,Yes,4,6,77.0
SP7348,5,54,Yes,4,6,40.0
SP5891,8,76,No,8,4,77.0
SP9557,6,99,Yes,8,3,89.0
SP8567,2,88,No,9,3,66.0
SP3731,4,53,No,5,8,32.0
SP5079,4,45,Yes,8,8,30.0
SP82,7,71,Yes,8,8,68.0
SP3330,8,80,No,9,5,72.0
SP1553,4,96,Yes,8,1,80.0
SP2367,7,43,Yes,9,2,37.0
SP2339,1,76,No,9,7,53.0
SP3264,7,62,Yes,7,0,53.0
SP4464,6,76,Yes,8,1,67.0
SP8452,9,54,Yes,8,6,51.0
SP5242,7,80,Yes,9,5,72.0
SP9877,7,73,No,5,4,63.0
SP8651,9,42,Yes,9,6,41.0
SP1629,6,54,No,4,7,44.0
SP9320,1,87,No,7,5,62.0
SP6993,8,55,No,6,3,47.0
SP1700,5,52,No,6,2,33.0
SP7799,6,60,Yes,9,1,47.0
SP626,7,99,Yes,4,0,84.0
SP793,5,92,Yes,5,4,79.0
SP2034,8,43,No,7,5,32.0
SP1823,9,43,No,8,6,39.0
SP7265,8,63,Yes,4,8,59.0
SP3373,7,75,Yes,4,5,66.0
SP8536,4,41,No,6,5,24.0
SP4263,4,86,Yes,8,7,71.0
SP1739,3,76,Yes,4,2,56.0
SP6480,5,97,No,7,2,79.0
SP1927,7,83,No,6,1,71.0
SP7373,5,87,Yes,5,9,73.0
SP290,4,43,No,4,2,22.0
SP9157,3,94,No,9,4,77.0
SP9164,8,61,Yes,6,4,57.0
SP887,5,48,No,5,7,30.0
SP5925,4,48,No,4,4,31.0
SP6169,2,95,No,4,6,70.0
SP1730,2,42,No,4,0,15.0
SP6358,7,90,Yes,9,7,81.0
SP4172,2,88,No,8,6,64.0
SP4,1,41,Yes,8,0,16.0
SP5140,5,76,No,9,3,62.0
SP7078,9,94,No,9,2,91.0
SP8376,1,86,No,4,6,59.0
